iter	MultiClass
0	0.9682427833
1	0.7623906864
2	0.6288446433
3	0.5344724312
4	0.4686632097
5	0.4162261681
6	0.3721975648
7	0.3396451445
8	0.3125239914
9	0.289795658
10	0.2695143977
11	0.2540480148
12	0.2422155409
13	0.2293093915
14	0.2206633504
15	0.2128063282
16	0.2050301607
17	0.199097703
18	0.1940183996
19	0.1891631062
20	0.1855256404
21	0.1812984947
22	0.1785795649
23	0.1739035723
24	0.171635868
25	0.1678838259
26	0.1648877381
27	0.1620684365
28	0.1590857376
29	0.1566578531
30	0.1536597717
31	0.1527107651
32	0.1503736354
33	0.1471978389
34	0.1450914589
35	0.1428647144
36	0.1420748913
37	0.1393340996
38	0.137472991
39	0.1359954497
40	0.134238938
41	0.1330457814
42	0.1322520617
43	0.1298650462
44	0.1288913913
45	0.1275184468
46	0.126473894
47	0.1253506725
48	0.1237394456
49	0.12278234
50	0.1218591598
51	0.1203883696
52	0.1190732399
53	0.1180702698
54	0.1163796947
55	0.1154857618
56	0.1150317724
57	0.1135130787
58	0.1127043389
59	0.1121684979
60	0.1112652539
61	0.1107029635
62	0.1095282932
63	0.1086490179
64	0.1073317927
65	0.1067411386
66	0.1055192785
67	0.1047489158
68	0.1031620088
69	0.1017929382
70	0.1010063774
71	0.1001618205
72	0.09930883596
73	0.09878729014
74	0.09844273437
75	0.09700413648
76	0.09657101206
77	0.09605403116
78	0.09486516767
79	0.09439226154
80	0.09352279007
81	0.09323232247
82	0.09227299668
83	0.09175828692
84	0.09056127338
85	0.09007868803
86	0.0893033073
87	0.08875763419
88	0.08814489742
89	0.08702288236
90	0.08645587983
91	0.08603239499
92	0.08530850846
93	0.08452296709
94	0.08369711163
95	0.08324905774
96	0.08267944425
97	0.08163740038
98	0.08118728492
99	0.08082406166
100	0.08015239994
101	0.07954766029
102	0.07893614688
103	0.07825588203
104	0.07767293623
105	0.07703273626
106	0.07655110807
107	0.07586041072
108	0.07517652677
109	0.07448543296
110	0.07424688434
111	0.07408285844
112	0.07347580235
113	0.07326244012
114	0.07274933318
115	0.07213806897
116	0.07168931845
117	0.07107186383
118	0.0702470335
119	0.06969961598
120	0.06894344079
121	0.06848438237
122	0.06826353842
123	0.06804158438
124	0.06747074754
125	0.06727996074
126	0.067123864
127	0.06658215547
128	0.06604006181
129	0.06570233078
130	0.06520358128
131	0.06492777129
132	0.06452384315
133	0.06412722116
134	0.06371284919
135	0.06357374916
136	0.06308913054
137	0.0626937489
138	0.06188063106
139	0.06171704693
140	0.06104987651
141	0.06053111722
142	0.06010175349
143	0.05961254728
144	0.05941105047
145	0.05904527289
146	0.05841518826
147	0.0582781668
148	0.05797099701
149	0.05766339677
150	0.05721692872
151	0.05680925122
152	0.05655620924
153	0.05617689546
154	0.05590028689
155	0.05553886468
156	0.05523158728
157	0.05499304998
158	0.05469943338
159	0.05420673835
160	0.05378414838
161	0.05338944638
162	0.05305880628
163	0.05264325627
164	0.05238535484
165	0.05179174433
166	0.05149041945
167	0.05136690587
168	0.05084601137
169	0.05046546858
170	0.05029305477
171	0.05003095655
172	0.04971437372
173	0.0495460944
174	0.04934944003
175	0.04897461755
176	0.04880894919
177	0.04858656471
178	0.04849694827
179	0.04784211335
180	0.04763985761
181	0.04721380146
182	0.04709477635
183	0.04695271138
184	0.04675420782
185	0.04619810504
186	0.04581013716
187	0.04544074049
188	0.04531863433
189	0.04501715371
190	0.04484427831
191	0.0447181651
192	0.04453365933
193	0.04415559723
194	0.04371037518
195	0.04354587637
196	0.04334964394
197	0.04309975097
198	0.04294984746
199	0.04281477431
200	0.04253541602
201	0.04247151836
202	0.04212497465
203	0.04166768896
204	0.04136143951
205	0.04119572018
206	0.04108919765
207	0.04088194653
208	0.0406687627
209	0.04048658188
210	0.040415497
211	0.04003693366
212	0.03993237077
213	0.03979146685
214	0.03962644981
215	0.03934258607
216	0.03909287716
217	0.03877981997
218	0.03850186911
219	0.03833525208
220	0.0381139975
221	0.03794800914
222	0.03760547815
223	0.03735775153
224	0.03714481124
225	0.03700915756
226	0.03687987269
227	0.03678519292
228	0.03654801207
229	0.03635331451
230	0.03610665266
231	0.03578274668
232	0.03562887294
233	0.03542182855
234	0.03534116355
235	0.03523307218
236	0.03518053304
237	0.03492981882
238	0.03467397898
239	0.03452603794
240	0.03435673066
241	0.03407888458
242	0.03397007958
243	0.03387538848
244	0.0337299961
245	0.03360759827
246	0.03340560871
247	0.0331805708
248	0.03304412704
249	0.03285154769
250	0.03264293729
251	0.03254142712
